name,speed,t,target,m,s,i,lra
test1,1200,39.0813,-23,-40.5,-41.7,-38.3,7.2
test1,1200,39.2026,-23,-40.3,-41.7,-38.3,7.2
test1,1200,39.3133,-23,-40.3,-41.6,-38.3,7.2
test1,1200,39.4346,-23,-40.2,-41.6,-38.3,7.1
test1,1200,39.556,-23,-40.4,-41.6,-38.3,7.1
test1,1200,39.6666,-23,-40.5,-41.5,-38.3,7.1
test1,1200,39.7773,-23,-40.6,-41.5,-38.3,7.1
test1,1200,39.8986,-23,-40.9,-41.5,-38.3,7.1
test1,1200,40.0093,-23,-41.2,-41.5,-38.4,7.1
test1,1200,40.1306,-23,-41.5,-41.5,-38.4,7.1
test1,1200,40.252,-23,-41.5,-41.4,-38.4,7.1
test1,1200,40.3626,-23,-41.3,-41.4,-38.4,7.1
test1,1200,40.484,-23,-41.1,-41.3,-38.4,7.1
test1,1200,40.6053,-23,-41.1,-41.3,-38.4,7.0
test1,1200,40.716,-23,-41.3,-41.3,-38.4,7.0
test1,1200,40.8373,-23,-41.4,-41.3,-38.4,7.0
test1,1200,40.948,-23,-41.5,-41.3,-38.4,7.0
test1,1200,41.0693,-23,-41.5,-41.3,-38.4,7.0
test1,1200,41.18,-23,-41.5,-41.3,-38.4,7.0
test1,1200,41.3013,-23,-41.6,-41.3,-38.4,7.0
test1,1200,41.412,-23,-41.7,-41.3,-38.4,7.0
test1,1200,41.5333,-23,-41.7,-41.3,-38.4,7.0
test1,1200,41.6546,-23,-41.9,-41.3,-38.4,7.0
test1,1200,41.7653,-23,-41.9,-41.3,-38.4,7.0
test1,1200,41.876,-23,-42.0,-41.3,-38.5,7.0
test1,1200,41.9866,-23,-42.2,-41.3,-38.5,7.0
test1,1200,42.0973,-23,-42.4,-41.3,-38.5,7.0
test1,1200,42.208,-23,-42.3,-41.3,-38.5,7.0
test1,1200,42.3293,-23,-42.1,-41.3,-38.5,7.0
test1,1200,42.44,-23,-42.0,-41.4,-38.5,7.0
test1,1200,42.5613,-23,-41.8,-41.4,-38.5,7.0
test1,1200,42.6613,-23,-41.6,-41.5,-38.5,7.0
test1,1200,42.7826,-23,-41.8,-41.5,-38.5,7.0
test1,1200,42.904,-23,-42.1,-41.6,-38.5,6.9
test1,1200,43.0146,-23,-42.2,-41.7,-38.5,6.9
test1,1200,43.136,-23,-42.6,-41.8,-38.5,6.9
test1,1200,43.2466,-23,-42.8,-41.8,-38.5,6.9
test1,1200,43.368,-23,-42.8,-41.9,-38.5,6.9
test1,1200,43.4893,-23,-42.8,-41.9,-38.5,6.9
test1,1200,43.5893,-23,-42.7,-41.9,-38.6,6.9
test1,1200,43.7106,-23,-42.4,-42.0,-38.6,6.9
test1,1200,43.8213,-23,-42.3,-42.0,-38.6,6.9
test1,1200,43.9426,-23,-42.2,-42.0,-38.6,6.9
test1,1200,44.0533,-23,-42.0,-42.0,-38.6,6.8
test1,1200,44.1746,-23,-41.9,-42.0,-38.6,6.8
test1,1200,44.2853,-23,-41.8,-42.1,-38.6,6.8
test1,1200,44.4066,-23,-41.7,-42.1,-38.6,6.8
test1,1200,44.528,-23,-41.9,-42.1,-38.6,6.8
test1,1200,44.628,-23,-42.2,-42.1,-38.6,6.8
test1,1200,44.7493,-23,-42.4,-42.2,-38.6,6.8
test1,1200,44.8706,-23,-42.5,-42.2,-38.6,6.8
test1,1200,44.9813,-23,-42.2,-42.2,-38.6,6.8
test1,1200,45.092,-23,-42.0,-42.2,-38.6,6.8
test1,1200,45.2133,-23,-41.8,-42.2,-38.6,6.7
test1,1200,45.3133,-23,-41.7,-42.1,-38.6,6.7
test1,1200,45.4346,-23,-41.8,-42.1,-38.7,6.7
test1,1200,45.5453,-23,-41.6,-42.1,-38.7,6.7
test1,1200,45.6666,-23,-41.4,-42.0,-38.7,6.7
test1,1200,45.788,-23,-41.1,-42.0,-38.7,6.7
test1,1200,45.8986,-23,-40.9,-42.0,-38.7,6.7
test1,1200,46.02,-23,-40.8,-41.9,-38.7,6.7
test1,1200,46.1306,-23,-40.8,-41.9,-38.7,6.7
test1,1200,46.252,-23,-40.9,-41.8,-38.7,6.7
test1,1200,46.3733,-23,-41.1,-41.8,-38.7,6.6
test1,1200,46.484,-23,-41.4,-41.8,-38.7,6.6
test1,1200,46.6053,-23,-41.5,-41.8,-38.7,6.6
test1,1200,46.716,-23,-41.8,-41.7,-38.7,6.6
test1,1200,46.8373,-23,-41.9,-41.7,-38.7,6.6
test1,1200,46.948,-23,-42.3,-41.8,-38.7,6.6
test1,1200,47.0693,-23,-43.9,-41.9,-38.7,6.6
test1,1800,0.110646,-23,-120.7,-120.7,-70.0,0.0
test1,1800,0.221312,-23,-120.7,-120.7,-70.0,0.0
test1,1800,0.331979,-23,-120.7,-120.7,-70.0,0.0
test1,1800,0.453313,-23,-24.3,-120.7,-24.4,0.0
test1,1800,0.563979,-23,-23.6,-120.7,-24.0,0.0
test1,1800,0.674646,-23,-24.4,-120.7,-24.1,0.0
test1,1800,0.795979,-23,-25.0,-120.7,-24.3,0.0
test1,1800,0.906646,-23,-25.3,-120.7,-24.5,0.0
test1,1800,1.01731,-23,-25.4,-120.7,-24.6,0.0
test1,1800,1.12798,-23,-25.4,-120.7,-24.7,0.0
test1,1800,1.23865,-23,-25.3,-120.7,-24.8,0.0
test1,1800,1.34931,-23,-25.3,-120.7,-24.9,0.0
test1,1800,1.47065,-23,-25.5,-120.7,-24.9,0.0
test1,1800,1.58131,-23,-25.6,-120.7,-25.0,0.0
test1,1800,1.69198,-23,-25.7,-120.7,-25.0,0.0
test1,1800,1.80265,-23,-25.8,-120.7,-25.1,0.0
test1,1800,1.90265,-23,-25.7,-120.7,-25.1,0.0
test1,1800,2.02398,-23,-25.6,-120.7,-25.2,0.0
test1,1800,2.14531,-23,-25.3,-120.7,-25.2,0.0
test1,1800,2.25598,-23,-25.2,-120.7,-25.2,0.0
test1,1800,2.36665,-23,-25.1,-120.7,-25.2,0.0
test1,1800,2.48798,-23,-24.9,-120.7,-25.2,0.0
test1,1800,2.59865,-23,-25.0,-120.7,-25.1,0.0
test1,1800,2.69865,-23,-25.0,-120.7,-25.1,0.0
test1,1800,2.81998,-23,-25.0,-120.7,-25.1,0.0
test1,1800,2.93065,-23,-25.0,-120.7,-25.1,0.0
test1,1800,3.05198,-23,-25.0,-120.7,-25.1,0.0
test1,1800,3.16265,-23,-24.9,-120.7,-25.1,0.0
test1,1800,3.27331,-23,-24.7,-120.7,-25.1,0.0
test1,1800,3.39465,-23,-24.6,-25.0,-25.1,20.0
test1,1800,3.51598,-23,-24.5,-24.9,-25.1,20.1
test1,1800,3.62665,-23,-24.4,-25.0,-25.0,20.1
test1,1800,3.74798,-23,-24.5,-25.1,-25.0,20.1
test1,1800,3.85865,-23,-24.5,-25.1,-25.0,0.2
test1,1800,3.96931,-23,-24.4,-25.0,-25.0,0.2
test1,1800,4.09065,-23,-24.2,-25.0,-25.0,0.2
test1,1800,4.21198,-23,-24.2,-24.9,-24.9,0.2
test1,1800,4.32265,-23,-24.2,-24.9,-24.9,0.2
test1,1800,4.43331,-23,-24.4,-24.9,-24.9,0.2
test1,1800,4.54398,-23,-24.5,-24.9,-24.9,0.2
test1,1800,4.65465,-23,-24.3,-24.8,-24.9,0.2
test1,1800,4.76531,-23,-24.2,-24.8,-24.8,0.3
test1,1800,4.87598,-23,-24.2,-24.7,-24.8,0.3
test1,1800,4.98665,-23,-24.3,-24.7,-24.8,0.3
test1,1800,5.10798,-23,-24.2,-24.6,-24.8,0.4
test1,1800,5.22931,-23,-24.0,-24.5,-24.8,0.4
test1,1800,5.33998,-23,-23.6,-24.4,-24.7,0.5
test1,1800,5.46131,-23,-23.3,-24.4,-24.7,0.6
test1,1800,5.57198,-23,-23.0,-24.3,-24.7,0.7
test1,1800,5.68265,-23,-23.0,-24.2,-24.6,0.8
test1,1800,5.80398,-23,-23.2,-24.2,-24.6,0.8
test1,1800,5.92531,-23,-23.4,-24.2,-24.6,0.9
test1,1800,6.04665,-23,-23.5,-24.1,-24.5,0.9
test1,1800,6.15731,-23,-23.5,-24.0,-24.5,0.9
test1,1800,6.26798,-23,-23.2,-23.9,-24.5,1.0
test1,1800,6.38931,-23,-22.7,-23.8,-24.4,1.1
test1,1800,6.51065,-23,-22.2,-23.7,-24.4,1.2
test1,1800,6.62131,-23,-21.9,-23.6,-24.3,1.4
test1,1800,6.75331,-23,-22.0,-23.5,-24.3,1.4
test1,1800,6.86398,-23,-22.4,-23.5,-24.2,1.4
test1,1800,6.98531,-23,-23.4,-23.6,-24.2,1.5
test1,1800,7.09598,-23,-25.1,-23.7,-24.2,1.5
test1,1800,7.21731,-23,-27.1,-23.8,-24.3,1.5
test1,1800,7.33865,-23,-29.4,-23.8,-24.3,1.5
test1,1800,7.44931,-23,-30.7,-23.9,-24.4,1.5
test1,1800,7.57065,-23,-30.1,-24.1,-24.4,1.5
test1,1800,7.68131,-23,-30.1,-24.2,-24.5,1.5
test1,1800,7.80265,-23,-30.4,-24.3,-24.5,1.5
test1,1800,7.91331,-23,-30.5,-24.4,-24.6,1.5
test1,1800,8.03465,-23,-30.3,-24.5,-24.6,1.5
test1,1800,8.14531,-23,-29.8,-24.6,-24.7,1.5
test1,1800,8.25598,-23,-29.3,-24.7,-24.7,1.5
test1,1800,8.36665,-23,-28.8,-24.8,-24.7,1.5
test1,1800,8.47731,-23,-28.7,-24.9,-24.8,1.5
test1,1800,8.58798,-23,-28.8,-25.0,-24.8,1.5
test1,1800,8.70931,-23,-29.4,-25.2,-24.9,1.5
test1,1800,8.81998,-23,-30.4,-25.4,-24.9,1.5
test1,1800,8.94131,-23,-31.5,-25.7,-24.9,1.5
test1,1800,9.05198,-23,-32.4,-25.9,-25.0,1.5
test1,1800,9.17331,-23,-33.3,-26.2,-25.0,1.6
test1,1800,9.28398,-23,-33.8,-26.4,-25.1,1.8
test1,1800,9.39465,-23,-34.5,-26.7,-25.1,2.1
test1,1800,9.51598,-23,-35.3,-27.0,-25.1,2.3
test1,1800,9.62665,-23,-33.9,-27.3,-25.2,2.3
test1,1800,9.74798,-23,-32.9,-27.7,-25.2,2.6
test1,1800,9.85865,-23,-32.9,-28.2,-25.3,2.8
test1,1800,9.96931,-23,-33.1,-29.0,-25.4,3.1
test1,1800,10.0906,-23,-34.8,-29.7,-25.4,3.4
test1,1800,10.2013,-23,-36.9,-30.5,-25.4,3.7
test1,1800,10.312,-23,-37.2,-31.2,-25.4,4.1
test1,1800,10.4226,-23,-37.4,-31.6,-25.4,4.6
test1,1800,10.5333,-23,-37.7,-31.7,-25.4,5.4
test1,1800,10.6546,-23,-36.7,-31.8,-25.4,6.1
test1,1800,10.7653,-23,-35.1,-31.9,-25.5,6.1
test1,1800,10.8866,-23,-34.1,-32.0,-25.5,6.9
test1,1800,11.008,-23,-33.5,-32.1,-25.5,7.6
test1,1800,11.1186,-23,-33.6,-32.3,-25.6,8.0
test1,1800,11.24,-23,-34.1,-32.4,-25.6,8.1
test1,1800,11.3506,-23,-33.9,-32.5,-25.7,8.2
test1,1800,11.472,-23,-32.8,-32.5,-25.7,8.2
test1,1800,11.5826,-23,-31.7,-32.7,-25.7,8.3
test1,1800,11.6933,-23,-31.1,-32.8,-25.8,8.5
test1,1800,11.8146,-23,-30.7,-33.0,-25.8,8.6
test1,1800,11.9253,-23,-30.7,-33.1,-25.8,8.6
test1,1800,12.0466,-23,-31.0,-33.2,-25.9,8.7
test1,1800,12.1573,-23,-31.4,-33.3,-25.9,8.8
test1,1800,12.268,-23,-32.1,-33.3,-25.9,8.9
test1,1800,12.3786,-23,-33.0,-33.4,-26.0,9.0
test1,1800,12.4893,-23,-33.9,-33.4,-26.0,9.1
test1,1800,12.6106,-23,-32.7,-33.2,-26.0,9.3
test1,1800,12.7213,-23,-30.6,-32.8,-26.1,9.3
test1,1800,12.8426,-23,-29.7,-32.6,-26.1,9.3
test1,1800,12.964,-23,-29.8,-32.6,-26.1,9.3
test1,1800,13.0746,-23,-30.5,-32.7,-26.1,9.1
test1,1800,13.196,-23,-32.7,-32.8,-26.2,9.1
test1,1800,13.3066,-23,-34.4,-32.7,-26.2,9.1
test1,1800,13.4173,-23,-33.4,-32.6,-26.2,9.1
test1,1800,13.5386,-23,-32.2,-32.4,-26.3,9.1
test1,1800,13.6493,-23,-31.7,-32.3,-26.3,9.1
test1,1800,13.76,-23,-31.2,-32.1,-26.3,9.1
test1,1800,13.8706,-23,-31.3,-32.0,-26.3,9.1
test1,1800,13.992,-23,-31.9,-32.0,-26.4,9.1
test1,1800,14.092,-23,-31.8,-31.9,-26.4,9.1
test1,1800,14.192,-23,-31.3,-31.8,-26.4,9.1
test1,1800,14.3026,-23,-30.9,-31.7,-26.4,9.1
test1,1800,14.4026,-23,-29.8,-31.5,-26.5,9.1
test1,1800,14.524,-23,-28.8,-31.1,-26.5,9.1
test1,1800,14.6346,-23,-28.0,-30.8,-26.5,9.1
test1,1800,14.756,-23,-27.3,-30.6,-26.5,9.1
test1,1800,14.8666,-23,-26.7,-30.3,-26.5,9.1
test1,1800,14.988,-23,-26.8,-30.2,-26.5,9.1
test1,1800,15.0986,-23,-26.8,-30.0,-26.5,9.1
test1,1800,15.2093,-23,-27.0,-29.9,-26.5,9.1
test1,1800,15.3093,-23,-27.2,-29.7,-26.5,9.1
test1,1800,15.42,-23,-27.1,-29.5,-26.5,9.1
test1,1800,15.5306,-23,-26.8,-29.3,-26.5,9.1
test1,1800,15.652,-23,-26.4,-29.0,-26.5,9.1
test1,1800,15.7626,-23,-26.3,-28.8,-26.5,9.1
test1,1800,15.884,-23,-26.3,-28.6,-26.5,9.1
test1,1800,15.9946,-23,-26.4,-28.5,-26.5,9.0
test1,1800,16.1053,-23,-26.3,-28.4,-26.5,9.0
test1,1800,16.216,-23,-25.8,-28.2,-26.5,9.0
test1,1800,16.3373,-23,-25.4,-27.9,-26.5,9.0
test1,1800,16.4373,-23,-25.2,-27.7,-26.5,9.0
test1,1800,16.5586,-23,-25.1,-27.5,-26.5,9.0
test1,1800,16.6693,-23,-25.1,-27.3,-26.5,9.0
test1,1800,16.78,-23,-25.1,-27.1,-26.5,9.0
test1,1800,16.8906,-23,-25.0,-26.9,-26.4,9.0
test1,1800,17.0013,-23,-24.9,-26.7,-26.4,9.0
test1,1800,17.1226,-23,-24.8,-26.5,-26.4,9.0
test1,1800,17.2333,-23,-24.6,-26.3,-26.4,9.0
test1,1800,17.344,-23,-24.6,-26.2,-26.4,9.0
test1,1800,17.4546,-23,-24.5,-26.0,-26.4,9.0
test1,1800,17.5653,-23,-24.5,-25.9,-26.4,8.9
test1,1800,17.6866,-23,-24.5,-25.7,-26.3,8.9
test1,1800,17.7973,-23,-24.6,-25.6,-26.3,8.9
test1,1800,17.9186,-23,-24.6,-25.5,-26.3,8.9
test1,1800,18.0293,-23,-24.7,-25.5,-26.3,8.9
test1,1800,18.1506,-23,-24.9,-25.4,-26.3,8.9
test1,1800,18.2613,-23,-25.0,-25.4,-26.3,8.9
test1,1800,18.372,-23,-25.0,-25.3,-26.3,8.9
test1,1800,18.4826,-23,-25.1,-25.3,-26.3,8.9
test1,1800,18.5933,-23,-25.1,-25.2,-26.2,8.9
test1,1800,18.7146,-23,-25.2,-25.2,-26.2,8.8
test1,1800,18.8146,-23,-25.4,-25.1,-26.2,8.8
test1,1800,18.936,-23,-25.5,-25.1,-26.2,8.8
test1,1800,19.0466,-23,-25.6,-25.1,-26.2,8.8
test1,1800,19.168,-23,-25.8,-25.1,-26.2,8.8
test1,1800,19.2893,-23,-25.9,-25.1,-26.2,8.8
test1,1800,19.4,-23,-25.9,-25.1,-26.2,8.8
test1,1800,19.5106,-23,-25.9,-25.1,-26.2,8.8
test1,1800,19.632,-23,-25.9,-25.1,-26.2,8.8
test1,1800,19.7533,-23,-25.9,-25.2,-26.2,8.8
test1,1800,19.864,-23,-26.0,-25.2,-26.2,8.8
test1,1800,19.9746,-23,-26.1,-25.2,-26.2,8.8
test1,1800,20.096,-23,-26.2,-25.2,-26.2,8.8
test1,1800,20.2066,-23,-26.3,-25.3,-26.2,8.8
test1,1800,20.328,-23,-26.4,-25.4,-26.2,8.8
test1,1800,20.4386,-23,-26.4,-25.4,-26.2,8.8
test1,1800,20.56,-23,-26.2,-25.4,-26.2,8.8
test1,1800,20.6706,-23,-26.1,-25.5,-26.2,8.8
test1,1800,20.7813,-23,-26.0,-25.6,-26.2,8.8
test1,1800,20.9026,-23,-26.1,-25.6,-26.2,8.8
test1,1800,21.0133,-23,-26.0,-25.7,-26.2,8.7
test1,1800,21.124,-23,-25.9,-25.7,-26.2,8.7
test1,1800,21.2346,-23,-25.2,-25.7,-26.2,8.7
test1,1800,21.356,-23,-24.3,-25.6,-26.2,8.7
test1,1800,21.4666,-23,-23.5,-25.4,-26.2,8.7
test1,1800,21.5773,-23,-22.9,-25.3,-26.1,8.7
test1,1800,21.688,-23,-22.7,-25.2,-26.1,8.7
test1,1800,21.7986,-23,-22.8,-25.1,-26.1,8.7
test1,1800,21.92,-23,-23.2,-25.1,-26.1,8.7
test1,1800,22.0306,-23,-23.5,-25.0,-26.0,8.7
test1,1800,22.152,-23,-23.8,-25.0,-26.0,8.7
test1,1800,22.2626,-23,-23.9,-24.9,-26.0,8.7
test1,1800,22.384,-23,-23.9,-24.9,-26.0,8.7
test1,1800,22.4946,-23,-23.9,-24.8,-26.0,8.7
test1,1800,22.6053,-23,-24.0,-24.7,-26.0,8.7
test1,1800,22.716,-23,-24.2,-24.7,-26.0,8.7
test1,1800,22.8373,-23,-24.6,-24.7,-26.0,8.6
test1,1800,22.948,-23,-25.2,-24.7,-25.9,8.6
test1,1800,23.0693,-23,-25.9,-24.7,-25.9,8.6
test1,1800,23.18,-23,-26.6,-24.8,-26.0,8.6
test1,1800,23.3013,-23,-27.3,-24.8,-26.0,8.6
test1,1800,23.4013,-23,-28.3,-24.9,-26.0,8.6
test1,1800,23.512,-23,-29.5,-25.0,-26.0,8.6
test1,1800,23.6226,-23,-30.3,-25.0,-26.0,8.6
test1,1800,23.744,-23,-31.1,-25.1,-26.0,8.6
test1,1800,23.8546,-23,-31.2,-25.2,-26.0,8.6
test1,1800,23.9653,-23,-31.1,-25.3,-26.0,8.6
test1,1800,24.0866,-23,-31.7,-25.4,-26.1,8.6
test1,1800,24.1973,-23,-32.3,-25.5,-26.1,8.6
test1,1800,24.308,-23,-32.7,-25.6,-26.1,8.6
test1,1800,24.4186,-23,-33.6,-25.7,-26.1,8.5
test1,1800,24.54,-23,-33.8,-25.8,-26.1,8.5
test1,1800,24.6506,-23,-33.8,-26.0,-26.1,8.5
test1,1800,24.772,-23,-33.8,-26.3,-26.2,8.5
test1,1800,24.8826,-23,-32.7,-26.6,-26.2,8.5
test1,1800,24.9933,-23,-30.7,-26.9,-26.2,8.5
test1,1800,25.1146,-23,-29.6,-27.2,-26.2,8.5
test1,1800,25.2253,-23,-29.4,-27.5,-26.2,8.5
test1,1800,25.3466,-23,-30.0,-27.8,-26.2,8.5
test1,1800,25.4573,-23,-31.8,-28.1,-26.2,8.5
test1,1800,25.568,-23,-34.3,-28.5,-26.3,8.5
test1,1800,25.6893,-23,-34.8,-28.9,-26.3,8.5
test1,1800,25.8106,-23,-34.1,-29.3,-26.3,8.5
test1,1800,25.9213,-23,-33.0,-29.7,-26.3,8.5
test1,1800,26.0426,-23,-32.3,-30.2,-26.3,8.5
test1,1800,26.1533,-23,-32.1,-30.6,-26.3,8.5
test1,1800,26.264,-23,-32.3,-31.0,-26.3,8.5
test1,1800,26.3853,-23,-33.0,-31.4,-26.4,8.5
test1,1800,26.5066,-23,-33.8,-31.7,-26.4,8.5
test1,1800,26.6173,-23,-34.3,-32.0,-26.4,8.5
test1,1800,26.728,-23,-34.4,-32.3,-26.4,8.4
test1,1800,26.8493,-23,-34.3,-32.4,-26.4,8.4
test1,1800,26.9706,-23,-33.7,-32.4,-26.4,8.4
test1,1800,27.0813,-23,-33.2,-32.5,-26.5,8.5
test1,1800,27.2026,-23,-32.8,-32.5,-26.5,8.5
test1,1800,27.3133,-23,-32.7,-32.6,-26.5,8.5
test1,1800,27.4346,-23,-32.5,-32.6,-26.5,8.5
test1,1800,27.556,-23,-32.6,-32.6,-26.5,8.5
test1,1800,27.6666,-23,-32.5,-32.6,-26.5,8.5
test1,1800,27.7773,-23,-32.2,-32.5,-26.5,8.5
test1,1800,27.8986,-23,-32.1,-32.4,-26.6,8.5
test1,1800,28.02,-23,-31.9,-32.4,-26.6,8.5
test1,1800,28.1306,-23,-31.9,-32.3,-26.6,8.5
test1,1800,28.252,-23,-32.1,-32.3,-26.6,8.5
test1,1800,28.3626,-23,-32.0,-32.3,-26.6,8.5
test1,1800,28.484,-23,-31.9,-32.6,-26.6,8.5
test1,1800,28.5946,-23,-31.4,-32.7,-26.6,8.5
test1,1800,28.7053,-23,-31.1,-32.7,-26.7,8.5
test1,1800,28.8266,-23,-31.1,-32.6,-26.7,8.5
test1,1800,28.9373,-23,-31.1,-32.4,-26.7,8.5
test1,1800,29.048,-23,-31.0,-32.3,-26.7,8.5
test1,1800,29.1586,-23,-30.9,-32.2,-26.7,8.5
test1,1800,29.2693,-23,-30.7,-32.1,-26.7,8.5
test1,1800,29.3906,-23,-30.8,-32.1,-26.7,8.5
test1,1800,29.4906,-23,-31.0,-32.1,-26.7,8.5
test1,1800,29.612,-23,-31.3,-32.0,-26.7,8.5
test1,1800,29.7333,-23,-31.6,-32.0,-26.8,8.5
test1,1800,29.844,-23,-31.6,-31.9,-26.8,8.5
test1,1800,29.9653,-23,-31.7,-31.9,-26.8,8.5
test1,1800,30.076,-23,-31.6,-31.8,-26.8,8.5
test1,1800,30.1973,-23,-31.1,-31.6,-26.8,8.5
test1,1800,30.308,-23,-30.6,-31.5,-26.8,8.5
test1,1800,30.4186,-23,-30.1,-31.4,-26.8,8.5
test1,1800,30.54,-23,-29.5,-31.2,-26.8,8.5
test1,1800,30.6613,-23,-29.1,-31.1,-26.8,8.5
test1,1800,30.772,-23,-28.9,-30.9,-26.8,8.5
test1,1800,30.8933,-23,-28.6,-30.8,-26.8,8.5
test1,1800,31.004,-23,-29.2,-30.8,-26.9,8.5